COMID,CAT_RUN2005_ANN,ACC_RUN2005_ANN,TOT_RUN2005_ANN,source
3917070,297.36,297.36,297.36,RUN2005_ANN_CONUS
3917072,292.44,292.44,292.44,RUN2005_ANN_CONUS
3917082,230.52,230.52,230.52,RUN2005_ANN_CONUS
3917084,273.36,273.36,273.36,RUN2005_ANN_CONUS
3917106,219.24,250.32,250.32,RUN2005_ANN_CONUS
3917114,258.6,258.6,258.6,RUN2005_ANN_CONUS
3917130,237,220.44,220.44,RUN2005_ANN_CONUS
3917136,186.24,186.24,186.24,RUN2005_ANN_CONUS
3917138,163.8,163.8,163.8,RUN2005_ANN_CONUS
3917154,279.6,282.96,282.96,RUN2005_ANN_CONUS
3917156,241.68,241.68,241.68,RUN2005_ANN_CONUS
3917158,102.84,102.84,102.84,RUN2005_ANN_CONUS
3917160,136.56,136.56,136.56,RUN2005_ANN_CONUS
3917162,217.32,221.16,221.16,RUN2005_ANN_CONUS
3917164,171.6,171.6,171.6,RUN2005_ANN_CONUS
3917172,224.52,224.52,224.52,RUN2005_ANN_CONUS
3917176,181.68,224.64,224.64,RUN2005_ANN_CONUS
3917178,208.44,226.56,226.56,RUN2005_ANN_CONUS
3917194,218.64,218.64,218.64,RUN2005_ANN_CONUS
3917198,98.4,207.36,207.36,RUN2005_ANN_CONUS
3917200,95.04,200.16,200.16,RUN2005_ANN_CONUS
3917212,186.6,186.6,186.6,RUN2005_ANN_CONUS
3917214,118.92,118.92,118.92,RUN2005_ANN_CONUS
3917218,96,171.24,171.24,RUN2005_ANN_CONUS
3917220,94.56,165.96,165.96,RUN2005_ANN_CONUS
3917228,94.56,94.56,94.56,RUN2005_ANN_CONUS
3917230,92.16,92.16,92.16,RUN2005_ANN_CONUS
3917244,92.76,290.28,357,RUN2005_ANN_CONUS
3917250,209.04,209.04,209.04,RUN2005_ANN_CONUS
3917256,94.56,222.84,222.84,RUN2005_ANN_CONUS
3917268,94.56,217.68,217.68,RUN2005_ANN_CONUS
3917272,196.8,245.28,245.28,RUN2005_ANN_CONUS
3917274,96.84,96.84,96.84,RUN2005_ANN_CONUS
3917276,282.12,315.84,315.84,RUN2005_ANN_CONUS
3917278,198.24,293.64,293.64,RUN2005_ANN_CONUS
3917280,96.24,246.72,246.72,RUN2005_ANN_CONUS
3917282,179.4,275.64,275.64,RUN2005_ANN_CONUS
3917284,105.24,260.04,260.04,RUN2005_ANN_CONUS
3917286,104.76,104.76,104.76,RUN2005_ANN_CONUS
3917912,228.84,227.16,227.16,RUN2005_ANN_CONUS
3917914,160.2,164.04,164.04,RUN2005_ANN_CONUS
3917916,197.04,197.28,197.28,RUN2005_ANN_CONUS
3917918,139.32,213.6,213.6,RUN2005_ANN_CONUS
3917920,102.36,120.72,120.72,RUN2005_ANN_CONUS
3917922,97.08,97.08,97.08,RUN2005_ANN_CONUS
3917946,100.2,285.96,352.8,RUN2005_ANN_CONUS
3917948,95.16,198.24,198.24,RUN2005_ANN_CONUS
3917950,93.36,293.88,360.48,RUN2005_ANN_CONUS
3917956,268.68,268.68,268.68,RUN2005_ANN_CONUS
3917958,312,312,312,RUN2005_ANN_CONUS
3917960,338.4,338.4,338.4,RUN2005_ANN_CONUS
948010089,96.12,96.96,96.96,RUN2005_ANN_CONUS
