COMID,CAT_TAV1950_ANN,ACC_TAV1950_ANN,TOT_TAV1950_ANN,source
3917070,7.84,7.84,7.84,TAV1950_ANN_CONUS
3917072,7.98,7.98,7.98,TAV1950_ANN_CONUS
3917082,7.56,7.56,7.56,TAV1950_ANN_CONUS
3917084,7.39,7.39,7.39,TAV1950_ANN_CONUS
3917106,7.66,7.5,7.5,TAV1950_ANN_CONUS
3917114,7.76,7.76,7.76,TAV1950_ANN_CONUS
3917130,7.82,7.77,7.77,TAV1950_ANN_CONUS
3917136,7.77,7.77,7.77,TAV1950_ANN_CONUS
3917138,7.87,7.87,7.87,TAV1950_ANN_CONUS
3917154,7.88,7.87,7.87,TAV1950_ANN_CONUS
3917156,8.17,8.17,8.17,TAV1950_ANN_CONUS
3917158,9.3,9.3,9.3,TAV1950_ANN_CONUS
3917160,9.08,9.08,9.08,TAV1950_ANN_CONUS
3917162,8.09,7.8,7.8,TAV1950_ANN_CONUS
3917164,8.66,8.66,8.66,TAV1950_ANN_CONUS
3917172,8.35,8.35,8.35,TAV1950_ANN_CONUS
3917176,8.5,7.92,7.92,TAV1950_ANN_CONUS
3917178,8.31,7.87,7.87,TAV1950_ANN_CONUS
3917194,7.88,7.88,7.88,TAV1950_ANN_CONUS
3917198,9.58,8.14,8.14,TAV1950_ANN_CONUS
3917200,10.01,8.24,8.24,TAV1950_ANN_CONUS
3917212,8.63,8.63,8.63,TAV1950_ANN_CONUS
3917214,9.47,9.47,9.47,TAV1950_ANN_CONUS
3917218,9.63,8.81,8.81,TAV1950_ANN_CONUS
3917220,9.71,8.87,8.87,TAV1950_ANN_CONUS
3917228,9.71,9.71,9.71,TAV1950_ANN_CONUS
3917230,10.58,10.58,10.58,TAV1950_ANN_CONUS
3917244,10.52,8.16,8.11,TAV1950_ANN_CONUS
3917250,8.47,8.47,8.47,TAV1950_ANN_CONUS
3917256,9.71,8.31,8.31,TAV1950_ANN_CONUS
3917268,9.71,8.37,8.37,TAV1950_ANN_CONUS
3917272,8.66,8.06,8.06,TAV1950_ANN_CONUS
3917274,9.67,9.67,9.67,TAV1950_ANN_CONUS
3917276,8.34,7.76,7.76,TAV1950_ANN_CONUS
3917278,8.89,7.97,7.97,TAV1950_ANN_CONUS
3917280,9.68,8.39,8.39,TAV1950_ANN_CONUS
3917282,9.07,8.15,8.15,TAV1950_ANN_CONUS
3917284,9.55,8.27,8.27,TAV1950_ANN_CONUS
3917286,9.55,9.55,9.55,TAV1950_ANN_CONUS
3917912,8.21,7.83,7.83,TAV1950_ANN_CONUS
3917914,8.12,8.07,8.07,TAV1950_ANN_CONUS
3917916,7.9,7.94,7.94,TAV1950_ANN_CONUS
3917918,8.94,8.06,8.06,TAV1950_ANN_CONUS
3917920,9.32,9.19,9.19,TAV1950_ANN_CONUS
3917922,9.69,9.69,9.69,TAV1950_ANN_CONUS
3917946,10.78,8.22,8.15,TAV1950_ANN_CONUS
3917948,10.09,8.27,8.27,TAV1950_ANN_CONUS
3917950,10.29,8.12,8.08,TAV1950_ANN_CONUS
3917956,7.76,7.76,7.76,TAV1950_ANN_CONUS
3917958,7.58,7.58,7.58,TAV1950_ANN_CONUS
3917960,7.52,7.52,7.52,TAV1950_ANN_CONUS
948010089,9.77,9.69,9.69,TAV1950_ANN_CONUS
