COMID,CAT_PPT1972_ANN,ACC_PPT1972_ANN,TOT_PPT1972_ANN,source
3917070,823.68,823.68,823.68,PPT1972_ANN_CONUS
3917072,799.56,799.56,799.56,PPT1972_ANN_CONUS
3917082,789.12,789.12,789.12,PPT1972_ANN_CONUS
3917084,804,804,804,PPT1972_ANN_CONUS
3917106,753,783.6,783.6,PPT1972_ANN_CONUS
3917114,741.72,741.72,741.72,PPT1972_ANN_CONUS
3917130,706.8,726.36,726.36,PPT1972_ANN_CONUS
3917136,694.44,694.44,694.44,PPT1972_ANN_CONUS
3917138,618,618,618,PPT1972_ANN_CONUS
3917154,777.6,786.12,786.12,PPT1972_ANN_CONUS
3917156,718.2,718.2,718.2,PPT1972_ANN_CONUS
3917158,460.2,460.2,460.2,PPT1972_ANN_CONUS
3917160,489.48,489.48,489.48,PPT1972_ANN_CONUS
3917162,684.12,723.24,723.24,PPT1972_ANN_CONUS
3917164,606.12,606.12,606.12,PPT1972_ANN_CONUS
3917172,692.4,692.4,692.4,PPT1972_ANN_CONUS
3917176,661.68,720.6,720.6,PPT1972_ANN_CONUS
3917178,693,725.28,725.28,PPT1972_ANN_CONUS
3917194,751.56,751.56,751.56,PPT1972_ANN_CONUS
3917198,442.32,682.56,682.56,PPT1972_ANN_CONUS
3917200,404.28,666.6,666.6,PPT1972_ANN_CONUS
3917212,614.04,614.04,614.04,PPT1972_ANN_CONUS
3917214,460.92,460.92,460.92,PPT1972_ANN_CONUS
3917218,442.2,582.48,582.48,PPT1972_ANN_CONUS
3917220,438,572.52,572.52,PPT1972_ANN_CONUS
3917228,438,438,438,PPT1972_ANN_CONUS
3917230,364.56,364.56,364.56,PPT1972_ANN_CONUS
3917244,369.24,642.84,663.36,PPT1972_ANN_CONUS
3917250,649.2,649.2,649.2,PPT1972_ANN_CONUS
3917256,438,724.56,724.56,PPT1972_ANN_CONUS
3917268,438,712.8,712.8,PPT1972_ANN_CONUS
3917272,583.68,796.08,796.08,PPT1972_ANN_CONUS
3917274,435.96,435.96,435.96,PPT1972_ANN_CONUS
3917276,650.52,812.4,812.4,PPT1972_ANN_CONUS
3917278,542.88,761.52,761.52,PPT1972_ANN_CONUS
3917280,436.44,675.6,675.6,PPT1972_ANN_CONUS
3917282,517.32,724.2,724.2,PPT1972_ANN_CONUS
3917284,429,697.08,697.08,PPT1972_ANN_CONUS
3917286,429.36,429.36,429.36,PPT1972_ANN_CONUS
3917912,696,727.44,727.44,PPT1972_ANN_CONUS
3917914,598.32,612.48,612.48,PPT1972_ANN_CONUS
3917916,679.8,693.24,693.24,PPT1972_ANN_CONUS
3917918,545.04,697.44,697.44,PPT1972_ANN_CONUS
3917920,458.28,475.32,475.32,PPT1972_ANN_CONUS
3917922,437.28,437.28,437.28,PPT1972_ANN_CONUS
3917946,389.4,637.2,658.8,PPT1972_ANN_CONUS
3917948,395.76,661.56,661.56,PPT1972_ANN_CONUS
3917950,376.32,647.76,667.08,PPT1972_ANN_CONUS
3917956,899.16,899.16,899.16,PPT1972_ANN_CONUS
3917958,891.36,891.36,891.36,PPT1972_ANN_CONUS
3917960,862.8,862.8,862.8,PPT1972_ANN_CONUS
948010089,428.88,436.56,436.56,PPT1972_ANN_CONUS
