COMID,CAT_PPT2003_ANN,ACC_PPT2003_ANN,TOT_PPT2003_ANN,source
3917070,644.88,644.88,644.88,PPT2003_ANN_CONUS
3917072,633.6,633.6,633.6,PPT2003_ANN_CONUS
3917082,574.8,574.8,574.8,PPT2003_ANN_CONUS
3917084,600.12,600.12,600.12,PPT2003_ANN_CONUS
3917106,557.88,582.48,582.48,PPT2003_ANN_CONUS
3917114,587.88,587.88,587.88,PPT2003_ANN_CONUS
3917130,573.48,547.44,547.44,PPT2003_ANN_CONUS
3917136,499.68,499.68,499.68,PPT2003_ANN_CONUS
3917138,444.24,444.24,444.24,PPT2003_ANN_CONUS
3917154,615.72,621.12,621.12,PPT2003_ANN_CONUS
3917156,586.2,586.2,586.2,PPT2003_ANN_CONUS
3917158,431.4,431.4,431.4,PPT2003_ANN_CONUS
3917160,468.6,468.6,468.6,PPT2003_ANN_CONUS
3917162,566.88,550.08,550.08,PPT2003_ANN_CONUS
3917164,521.64,521.64,521.64,PPT2003_ANN_CONUS
3917172,572.52,572.52,572.52,PPT2003_ANN_CONUS
3917176,557.88,560.52,560.52,PPT2003_ANN_CONUS
3917178,575.04,559.68,559.68,PPT2003_ANN_CONUS
3917194,565.92,565.92,565.92,PPT2003_ANN_CONUS
3917198,401.88,544.8,544.8,PPT2003_ANN_CONUS
3917200,355.8,534.84,534.84,PPT2003_ANN_CONUS
3917212,544.8,544.8,544.8,PPT2003_ANN_CONUS
3917214,420.84,420.84,420.84,PPT2003_ANN_CONUS
3917218,396.24,518.28,518.28,PPT2003_ANN_CONUS
3917220,387.96,509.4,509.4,PPT2003_ANN_CONUS
3917228,387.96,387.96,387.96,PPT2003_ANN_CONUS
3917230,297.12,297.12,297.12,PPT2003_ANN_CONUS
3917244,307.56,619.08,681.24,PPT2003_ANN_CONUS
3917250,571.44,571.44,571.44,PPT2003_ANN_CONUS
3917256,387.96,601.44,601.44,PPT2003_ANN_CONUS
3917268,387.96,592.8,592.8,PPT2003_ANN_CONUS
3917272,539.52,642.12,642.12,PPT2003_ANN_CONUS
3917274,396.48,396.48,396.48,PPT2003_ANN_CONUS
3917276,672.6,696.72,696.72,PPT2003_ANN_CONUS
3917278,538.8,666.96,666.96,PPT2003_ANN_CONUS
3917280,394.32,606.6,606.6,PPT2003_ANN_CONUS
3917282,528,644.76,644.76,PPT2003_ANN_CONUS
3917284,427.2,624.72,624.72,PPT2003_ANN_CONUS
3917286,425.52,425.52,425.52,PPT2003_ANN_CONUS
3917912,574.68,557.88,557.88,PPT2003_ANN_CONUS
3917914,434.16,443.76,443.76,PPT2003_ANN_CONUS
3917916,520.44,518.64,518.64,PPT2003_ANN_CONUS
3917918,489.96,551.64,551.64,PPT2003_ANN_CONUS
3917920,428.28,450.48,450.48,PPT2003_ANN_CONUS
3917922,393.36,393.36,393.36,PPT2003_ANN_CONUS
3917946,301.68,612,675,PPT2003_ANN_CONUS
3917948,347.4,531.36,531.36,PPT2003_ANN_CONUS
3917950,324.96,624.72,686.04,PPT2003_ANN_CONUS
3917956,691.92,691.92,691.92,PPT2003_ANN_CONUS
3917958,700.56,700.56,700.56,PPT2003_ANN_CONUS
3917960,709.08,709.08,709.08,PPT2003_ANN_CONUS
948010089,382.44,392.4,392.4,PPT2003_ANN_CONUS
