COMID,CAT_TAV2014_ANN,ACC_TAV2014_ANN,TOT_TAV2014_ANN,source
3917070,9.36,9.36,9.36,TAV2014_ANN_CONUS
3917072,9.5,9.5,9.5,TAV2014_ANN_CONUS
3917082,8.54,8.54,8.54,TAV2014_ANN_CONUS
3917084,8.94,8.94,8.94,TAV2014_ANN_CONUS
3917106,9.02,8.95,8.95,TAV2014_ANN_CONUS
3917114,10.13,10.13,10.13,TAV2014_ANN_CONUS
3917130,10.09,9.66,9.66,TAV2014_ANN_CONUS
3917136,9.64,9.64,9.64,TAV2014_ANN_CONUS
3917138,10.75,10.75,10.75,TAV2014_ANN_CONUS
3917154,9.73,9.66,9.66,TAV2014_ANN_CONUS
3917156,10.57,10.57,10.57,TAV2014_ANN_CONUS
3917158,12.47,12.47,12.47,TAV2014_ANN_CONUS
3917160,12.34,12.34,12.34,TAV2014_ANN_CONUS
3917162,10.59,9.75,9.75,TAV2014_ANN_CONUS
3917164,11.72,11.72,11.72,TAV2014_ANN_CONUS
3917172,10.74,10.74,10.74,TAV2014_ANN_CONUS
3917176,11.03,9.98,9.98,TAV2014_ANN_CONUS
3917178,10.85,9.88,9.88,TAV2014_ANN_CONUS
3917194,9.58,9.58,9.58,TAV2014_ANN_CONUS
3917198,12.52,10.4,10.4,TAV2014_ANN_CONUS
3917200,12.59,10.55,10.55,TAV2014_ANN_CONUS
3917212,11.37,11.37,11.37,TAV2014_ANN_CONUS
3917214,12.39,12.39,12.39,TAV2014_ANN_CONUS
3917218,12.47,11.58,11.58,TAV2014_ANN_CONUS
3917220,12.48,11.64,11.64,TAV2014_ANN_CONUS
3917228,12.48,12.48,12.48,TAV2014_ANN_CONUS
3917230,12.74,12.74,12.74,TAV2014_ANN_CONUS
3917244,12.76,10.99,10.89,TAV2014_ANN_CONUS
3917250,11.12,11.12,11.12,TAV2014_ANN_CONUS
3917256,12.48,10.36,10.36,TAV2014_ANN_CONUS
3917268,12.48,10.45,10.45,TAV2014_ANN_CONUS
3917272,11.65,9.73,9.73,TAV2014_ANN_CONUS
3917274,12.49,12.49,12.49,TAV2014_ANN_CONUS
3917276,11.21,9.67,9.67,TAV2014_ANN_CONUS
3917278,11.93,10.1,10.1,TAV2014_ANN_CONUS
3917280,12.49,10.75,10.75,TAV2014_ANN_CONUS
3917282,12.03,10.39,10.39,TAV2014_ANN_CONUS
3917284,12.55,10.59,10.59,TAV2014_ANN_CONUS
3917286,12.54,12.54,12.54,TAV2014_ANN_CONUS
3917912,10.84,9.8,9.8,TAV2014_ANN_CONUS
3917914,10.69,10.54,10.54,TAV2014_ANN_CONUS
3917916,10.27,10.03,10.03,TAV2014_ANN_CONUS
3917918,11.88,10.26,10.26,TAV2014_ANN_CONUS
3917920,12.47,12.4,12.4,TAV2014_ANN_CONUS
3917922,12.59,12.59,12.59,TAV2014_ANN_CONUS
3917946,12.91,11.04,10.92,TAV2014_ANN_CONUS
3917948,12.61,10.59,10.59,TAV2014_ANN_CONUS
3917950,12.71,10.96,10.87,TAV2014_ANN_CONUS
3917956,8.8,8.8,8.8,TAV2014_ANN_CONUS
3917958,8.95,8.95,8.95,TAV2014_ANN_CONUS
3917960,9.17,9.17,9.17,TAV2014_ANN_CONUS
948010089,12.6,12.59,12.59,TAV2014_ANN_CONUS
