COMID,CAT_RUN1969_ANN,ACC_RUN1969_ANN,TOT_RUN1969_ANN,source
3917070,428.16,428.16,428.16,RUN1969_ANN_CONUS
3917072,406.92,406.92,406.92,RUN1969_ANN_CONUS
3917082,449.28,449.28,449.28,RUN1969_ANN_CONUS
3917084,470.16,470.16,470.16,RUN1969_ANN_CONUS
3917106,429.36,453.36,453.36,RUN1969_ANN_CONUS
3917114,402.48,402.48,402.48,RUN1969_ANN_CONUS
3917130,405.24,457.08,457.08,RUN1969_ANN_CONUS
3917136,407.88,407.88,407.88,RUN1969_ANN_CONUS
3917138,378.96,378.96,378.96,RUN1969_ANN_CONUS
3917154,406.68,410.52,410.52,RUN1969_ANN_CONUS
3917156,351.48,351.48,351.48,RUN1969_ANN_CONUS
3917158,156.48,156.48,156.48,RUN1969_ANN_CONUS
3917160,196.2,196.2,196.2,RUN1969_ANN_CONUS
3917162,374.64,448.92,448.92,RUN1969_ANN_CONUS
3917164,288.6,288.6,288.6,RUN1969_ANN_CONUS
3917172,342.36,342.36,342.36,RUN1969_ANN_CONUS
3917176,407.64,426.6,426.6,RUN1969_ANN_CONUS
3917178,385.2,433.68,433.68,RUN1969_ANN_CONUS
3917194,543.84,543.84,543.84,RUN1969_ANN_CONUS
3917198,141.96,388.2,388.2,RUN1969_ANN_CONUS
3917200,112.56,371.28,371.28,RUN1969_ANN_CONUS
3917212,411.36,411.36,411.36,RUN1969_ANN_CONUS
3917214,198.84,198.84,198.84,RUN1969_ANN_CONUS
3917218,152.88,365.76,365.76,RUN1969_ANN_CONUS
3917220,152.04,351,351,RUN1969_ANN_CONUS
3917228,152.04,152.04,152.04,RUN1969_ANN_CONUS
3917230,81,81,81,RUN1969_ANN_CONUS
3917244,87.24,469.2,517.8,RUN1969_ANN_CONUS
3917250,480,480,480,RUN1969_ANN_CONUS
3917256,152.04,556.08,556.08,RUN1969_ANN_CONUS
3917268,152.04,539.52,539.52,RUN1969_ANN_CONUS
3917272,399.72,642.36,642.36,RUN1969_ANN_CONUS
3917274,161.88,161.88,161.88,RUN1969_ANN_CONUS
3917276,484.32,697.8,697.8,RUN1969_ANN_CONUS
3917278,332.76,629.04,629.04,RUN1969_ANN_CONUS
3917280,159.36,513.36,513.36,RUN1969_ANN_CONUS
3917282,305.88,579.24,579.24,RUN1969_ANN_CONUS
3917284,196.92,543.96,543.96,RUN1969_ANN_CONUS
3917286,195,195,195,RUN1969_ANN_CONUS
3917912,336.96,439.2,439.2,RUN1969_ANN_CONUS
3917914,387.48,390.36,390.36,RUN1969_ANN_CONUS
3917916,426.96,471.24,471.24,RUN1969_ANN_CONUS
3917918,266.04,403.2,403.2,RUN1969_ANN_CONUS
3917920,154.32,177.24,177.24,RUN1969_ANN_CONUS
3917922,129.84,129.84,129.84,RUN1969_ANN_CONUS
3917946,105.96,461.04,510.96,RUN1969_ANN_CONUS
3917948,103.68,366.36,366.36,RUN1969_ANN_CONUS
3917950,90.48,476.04,523.32,RUN1969_ANN_CONUS
3917956,759.96,759.96,759.96,RUN1969_ANN_CONUS
3917958,792.96,792.96,792.96,RUN1969_ANN_CONUS
3917960,769.92,769.92,769.92,RUN1969_ANN_CONUS
948010089,122.88,129.24,129.24,RUN1969_ANN_CONUS
