COMID,CAT_RUN1985_ANN,ACC_RUN1985_ANN,TOT_RUN1985_ANN,source
3917070,317.76,317.76,317.76,RUN1985_ANN_CONUS
3917072,293.4,293.4,293.4,RUN1985_ANN_CONUS
3917082,290.76,290.76,290.76,RUN1985_ANN_CONUS
3917084,333.36,333.36,333.36,RUN1985_ANN_CONUS
3917106,253.56,300.48,300.48,RUN1985_ANN_CONUS
3917114,238.68,238.68,238.68,RUN1985_ANN_CONUS
3917130,201.72,227.64,227.64,RUN1985_ANN_CONUS
3917136,209.28,209.28,209.28,RUN1985_ANN_CONUS
3917138,155.76,155.76,155.76,RUN1985_ANN_CONUS
3917154,273.6,281.76,281.76,RUN1985_ANN_CONUS
3917156,179.16,179.16,179.16,RUN1985_ANN_CONUS
3917158,19.8,19.8,19.8,RUN1985_ANN_CONUS
3917160,27.12,27.12,27.12,RUN1985_ANN_CONUS
3917162,140.64,220.56,220.56,RUN1985_ANN_CONUS
3917164,103.32,103.32,103.32,RUN1985_ANN_CONUS
3917172,186.12,186.12,186.12,RUN1985_ANN_CONUS
3917176,123.84,210,210,RUN1985_ANN_CONUS
3917178,129.24,215.52,215.52,RUN1985_ANN_CONUS
3917194,219.48,219.48,219.48,RUN1985_ANN_CONUS
3917198,17.28,178.92,178.92,RUN1985_ANN_CONUS
3917200,12.6,168.24,168.24,RUN1985_ANN_CONUS
3917212,114.72,114.72,114.72,RUN1985_ANN_CONUS
3917214,34.8,34.8,34.8,RUN1985_ANN_CONUS
3917218,20.64,97.92,97.92,RUN1985_ANN_CONUS
3917220,21,92.64,92.64,RUN1985_ANN_CONUS
3917228,21,21,21,RUN1985_ANN_CONUS
3917230,8.76,8.76,8.76,RUN1985_ANN_CONUS
3917244,9.12,159.84,172.56,RUN1985_ANN_CONUS
3917250,139.56,139.56,139.56,RUN1985_ANN_CONUS
3917256,21,184.44,184.44,RUN1985_ANN_CONUS
3917268,21,177.72,177.72,RUN1985_ANN_CONUS
3917272,104.64,226.2,226.2,RUN1985_ANN_CONUS
3917274,21.84,21.84,21.84,RUN1985_ANN_CONUS
3917276,147.36,250.56,250.56,RUN1985_ANN_CONUS
3917278,83.88,219.12,219.12,RUN1985_ANN_CONUS
3917280,21.6,168,168,RUN1985_ANN_CONUS
3917282,73.2,196.68,196.68,RUN1985_ANN_CONUS
3917284,25.44,180.96,180.96,RUN1985_ANN_CONUS
3917286,25.2,25.2,25.2,RUN1985_ANN_CONUS
3917912,144.12,222,222,RUN1985_ANN_CONUS
3917914,129,140.88,140.88,RUN1985_ANN_CONUS
3917916,174.96,185.64,185.64,RUN1985_ANN_CONUS
3917918,63.6,189.96,189.96,RUN1985_ANN_CONUS
3917920,19.32,23.64,23.64,RUN1985_ANN_CONUS
3917922,14.64,14.64,14.64,RUN1985_ANN_CONUS
3917946,9.36,156.48,169.92,RUN1985_ANN_CONUS
3917948,10.8,165.24,165.24,RUN1985_ANN_CONUS
3917950,9.24,162.48,174.72,RUN1985_ANN_CONUS
3917956,285.12,285.12,285.12,RUN1985_ANN_CONUS
3917958,293.52,293.52,293.52,RUN1985_ANN_CONUS
3917960,287.04,287.04,287.04,RUN1985_ANN_CONUS
948010089,12.84,14.52,14.52,RUN1985_ANN_CONUS
