COMID,CAT_TAV1979_ANN,ACC_TAV1979_ANN,TOT_TAV1979_ANN,source
3917070,7.96,7.96,7.96,TAV1979_ANN_CONUS
3917072,8.12,8.12,8.12,TAV1979_ANN_CONUS
3917082,7.66,7.66,7.66,TAV1979_ANN_CONUS
3917084,7.46,7.46,7.46,TAV1979_ANN_CONUS
3917106,7.78,7.6,7.6,TAV1979_ANN_CONUS
3917114,7.89,7.89,7.89,TAV1979_ANN_CONUS
3917130,7.99,7.92,7.92,TAV1979_ANN_CONUS
3917136,7.9,7.9,7.9,TAV1979_ANN_CONUS
3917138,8.04,8.04,8.04,TAV1979_ANN_CONUS
3917154,8.02,8.01,8.01,TAV1979_ANN_CONUS
3917156,8.36,8.36,8.36,TAV1979_ANN_CONUS
3917158,9.61,9.61,9.61,TAV1979_ANN_CONUS
3917160,9.4,9.4,9.4,TAV1979_ANN_CONUS
3917162,8.29,7.95,7.95,TAV1979_ANN_CONUS
3917164,8.91,8.91,8.91,TAV1979_ANN_CONUS
3917172,8.54,8.54,8.54,TAV1979_ANN_CONUS
3917176,8.74,8.08,8.08,TAV1979_ANN_CONUS
3917178,8.53,8.02,8.02,TAV1979_ANN_CONUS
3917194,8.06,8.06,8.06,TAV1979_ANN_CONUS
3917198,9.91,8.32,8.32,TAV1979_ANN_CONUS
3917200,10.35,8.44,8.44,TAV1979_ANN_CONUS
3917212,8.87,8.87,8.87,TAV1979_ANN_CONUS
3917214,9.78,9.78,9.78,TAV1979_ANN_CONUS
3917218,9.95,9.07,9.07,TAV1979_ANN_CONUS
3917220,10.04,9.13,9.13,TAV1979_ANN_CONUS
3917228,10.04,10.04,10.04,TAV1979_ANN_CONUS
3917230,10.95,10.95,10.95,TAV1979_ANN_CONUS
3917244,10.86,8.32,8.25,TAV1979_ANN_CONUS
3917250,8.7,8.7,8.7,TAV1979_ANN_CONUS
3917256,10.04,8.52,8.52,TAV1979_ANN_CONUS
3917268,10.04,8.58,8.58,TAV1979_ANN_CONUS
3917272,8.9,8.25,8.25,TAV1979_ANN_CONUS
3917274,9.98,9.98,9.98,TAV1979_ANN_CONUS
3917276,8.52,7.9,7.9,TAV1979_ANN_CONUS
3917278,9.13,8.13,8.13,TAV1979_ANN_CONUS
3917280,10,8.58,8.58,TAV1979_ANN_CONUS
3917282,9.31,8.32,8.32,TAV1979_ANN_CONUS
3917284,9.81,8.45,8.45,TAV1979_ANN_CONUS
3917286,9.82,9.82,9.82,TAV1979_ANN_CONUS
3917912,8.41,7.98,7.98,TAV1979_ANN_CONUS
3917914,8.29,8.23,8.23,TAV1979_ANN_CONUS
3917916,8.07,8.11,8.11,TAV1979_ANN_CONUS
3917918,9.21,8.24,8.24,TAV1979_ANN_CONUS
3917920,9.64,9.5,9.5,TAV1979_ANN_CONUS
3917922,10.04,10.04,10.04,TAV1979_ANN_CONUS
3917946,11.12,8.38,8.29,TAV1979_ANN_CONUS
3917948,10.43,8.47,8.47,TAV1979_ANN_CONUS
3917950,10.64,8.28,8.21,TAV1979_ANN_CONUS
3917956,7.94,7.94,7.94,TAV1979_ANN_CONUS
3917958,7.71,7.71,7.71,TAV1979_ANN_CONUS
3917960,7.64,7.64,7.64,TAV1979_ANN_CONUS
948010089,10.13,10.05,10.05,TAV1979_ANN_CONUS
