COMID,CAT_RUN2000_ANN,ACC_RUN2000_ANN,TOT_RUN2000_ANN,source
3917070,346.08,346.08,346.08,RUN2000_ANN_CONUS
3917072,334.68,334.68,334.68,RUN2000_ANN_CONUS
3917082,288.84,288.84,288.84,RUN2000_ANN_CONUS
3917084,330.72,330.72,330.72,RUN2000_ANN_CONUS
3917106,274.08,306.72,306.72,RUN2000_ANN_CONUS
3917114,297.96,297.96,297.96,RUN2000_ANN_CONUS
3917130,293.52,269.76,269.76,RUN2000_ANN_CONUS
3917136,225.84,225.84,225.84,RUN2000_ANN_CONUS
3917138,187.56,187.56,187.56,RUN2000_ANN_CONUS
3917154,321,325.68,325.68,RUN2000_ANN_CONUS
3917156,270.84,270.84,270.84,RUN2000_ANN_CONUS
3917158,101.64,101.64,101.64,RUN2000_ANN_CONUS
3917160,143.64,143.64,143.64,RUN2000_ANN_CONUS
3917162,262.56,269.88,269.88,RUN2000_ANN_CONUS
3917164,202.56,202.56,202.56,RUN2000_ANN_CONUS
3917172,261.48,261.48,261.48,RUN2000_ANN_CONUS
3917176,215.88,269.28,269.28,RUN2000_ANN_CONUS
3917178,243.36,272.28,272.28,RUN2000_ANN_CONUS
3917194,275.16,275.16,275.16,RUN2000_ANN_CONUS
3917198,83.28,246,246,RUN2000_ANN_CONUS
3917200,55.08,234.36,234.36,RUN2000_ANN_CONUS
3917212,212.52,212.52,212.52,RUN2000_ANN_CONUS
3917214,120.12,120.12,120.12,RUN2000_ANN_CONUS
3917218,93.24,192,192,RUN2000_ANN_CONUS
3917220,91.32,185.04,185.04,RUN2000_ANN_CONUS
3917228,91.32,91.32,91.32,RUN2000_ANN_CONUS
3917230,13.56,13.56,13.56,RUN2000_ANN_CONUS
3917244,16.92,312.72,374.76,RUN2000_ANN_CONUS
3917250,238.56,238.56,238.56,RUN2000_ANN_CONUS
3917256,91.32,265.8,265.8,RUN2000_ANN_CONUS
3917268,91.32,258.72,258.72,RUN2000_ANN_CONUS
3917272,217.8,300.36,300.36,RUN2000_ANN_CONUS
3917274,94.68,94.68,94.68,RUN2000_ANN_CONUS
3917276,308.76,360,360,RUN2000_ANN_CONUS
3917278,211.32,332.04,332.04,RUN2000_ANN_CONUS
3917280,93.84,275.28,275.28,RUN2000_ANN_CONUS
3917282,190.32,309.72,309.72,RUN2000_ANN_CONUS
3917284,107.16,291.12,291.12,RUN2000_ANN_CONUS
3917286,106.44,106.44,106.44,RUN2000_ANN_CONUS
3917912,253.2,273.96,273.96,RUN2000_ANN_CONUS
3917914,175.56,183,183,RUN2000_ANN_CONUS
3917916,244.08,240.24,240.24,RUN2000_ANN_CONUS
3917918,156.24,254.76,254.76,RUN2000_ANN_CONUS
3917920,99,123.48,123.48,RUN2000_ANN_CONUS
3917922,67.56,67.56,67.56,RUN2000_ANN_CONUS
3917946,14.52,306,368.88,RUN2000_ANN_CONUS
3917948,47.28,230.88,230.88,RUN2000_ANN_CONUS
3917950,30.72,318,379.44,RUN2000_ANN_CONUS
3917956,340.44,340.44,340.44,RUN2000_ANN_CONUS
3917958,366.36,366.36,366.36,RUN2000_ANN_CONUS
3917960,387.36,387.36,387.36,RUN2000_ANN_CONUS
948010089,60.84,66.96,66.96,RUN2000_ANN_CONUS
