COMID,CAT_RUN1972_ANN,ACC_RUN1972_ANN,TOT_RUN1972_ANN,source
3917070,494.76,494.76,494.76,RUN1972_ANN_CONUS
3917072,463.32,463.32,463.32,RUN1972_ANN_CONUS
3917082,478.68,478.68,478.68,RUN1972_ANN_CONUS
3917084,503.64,503.64,503.64,RUN1972_ANN_CONUS
3917106,434.04,475.68,475.68,RUN1972_ANN_CONUS
3917114,426.36,426.36,426.36,RUN1972_ANN_CONUS
3917130,367.56,387.36,387.36,RUN1972_ANN_CONUS
3917136,372.84,372.84,372.84,RUN1972_ANN_CONUS
3917138,289.8,289.8,289.8,RUN1972_ANN_CONUS
3917154,450.12,458.28,458.28,RUN1972_ANN_CONUS
3917156,384.12,384.12,384.12,RUN1972_ANN_CONUS
3917158,113.28,113.28,113.28,RUN1972_ANN_CONUS
3917160,155.16,155.16,155.16,RUN1972_ANN_CONUS
3917162,329.52,383.4,383.4,RUN1972_ANN_CONUS
3917164,294.6,294.6,294.6,RUN1972_ANN_CONUS
3917172,369.24,369.24,369.24,RUN1972_ANN_CONUS
3917176,284.16,380.16,380.16,RUN1972_ANN_CONUS
3917178,327.6,385.2,385.2,RUN1972_ANN_CONUS
3917194,364.68,364.68,364.68,RUN1972_ANN_CONUS
3917198,93.48,342.6,342.6,RUN1972_ANN_CONUS
3917200,53.76,325.92,325.92,RUN1972_ANN_CONUS
3917212,258.24,258.24,258.24,RUN1972_ANN_CONUS
3917214,123.6,123.6,123.6,RUN1972_ANN_CONUS
3917218,94.68,229.32,229.32,RUN1972_ANN_CONUS
3917220,90.48,219.84,219.84,RUN1972_ANN_CONUS
3917228,90.48,90.48,90.48,RUN1972_ANN_CONUS
3917230,22.2,22.2,22.2,RUN1972_ANN_CONUS
3917244,20.16,277.2,286.92,RUN1972_ANN_CONUS
3917250,292.56,292.56,292.56,RUN1972_ANN_CONUS
3917256,90.48,333.72,333.72,RUN1972_ANN_CONUS
3917268,90.48,323.76,323.76,RUN1972_ANN_CONUS
3917272,251.52,383.4,383.4,RUN1972_ANN_CONUS
3917274,86.88,86.88,86.88,RUN1972_ANN_CONUS
3917276,309.72,437.64,437.64,RUN1972_ANN_CONUS
3917278,213.96,395.52,395.52,RUN1972_ANN_CONUS
3917280,87.72,314.16,314.16,RUN1972_ANN_CONUS
3917282,170.4,360.96,360.96,RUN1972_ANN_CONUS
3917284,74.52,334.56,334.56,RUN1972_ANN_CONUS
3917286,75.12,75.12,75.12,RUN1972_ANN_CONUS
3917912,356.64,388.8,388.8,RUN1972_ANN_CONUS
3917914,278.76,292.56,292.56,RUN1972_ANN_CONUS
3917916,324.24,333.72,333.72,RUN1972_ANN_CONUS
3917918,189,357.36,357.36,RUN1972_ANN_CONUS
3917920,111,135.12,135.12,RUN1972_ANN_CONUS
3917922,87.24,87.24,87.24,RUN1972_ANN_CONUS
3917946,46.56,272.04,282.96,RUN1972_ANN_CONUS
3917948,44.76,320.64,320.64,RUN1972_ANN_CONUS
3917950,22.32,281.88,290.4,RUN1972_ANN_CONUS
3917956,447.24,447.24,447.24,RUN1972_ANN_CONUS
3917958,485.16,485.16,485.16,RUN1972_ANN_CONUS
3917960,486.6,486.6,486.6,RUN1972_ANN_CONUS
948010089,77.52,86.4,86.4,RUN1972_ANN_CONUS
