COMID,CAT_PPT1976_ANN,ACC_PPT1976_ANN,TOT_PPT1976_ANN,source
3917070,499.32,499.32,499.32,PPT1976_ANN_CONUS
3917072,471.72,471.72,471.72,PPT1976_ANN_CONUS
3917082,504.48,504.48,504.48,PPT1976_ANN_CONUS
3917084,505.44,505.44,505.44,PPT1976_ANN_CONUS
3917106,478.56,495.12,495.12,PPT1976_ANN_CONUS
3917114,436.68,436.68,436.68,PPT1976_ANN_CONUS
3917130,433.92,461.64,461.64,PPT1976_ANN_CONUS
3917136,442.2,442.2,442.2,PPT1976_ANN_CONUS
3917138,387.48,387.48,387.48,PPT1976_ANN_CONUS
3917154,459,466.32,466.32,PPT1976_ANN_CONUS
3917156,411.36,411.36,411.36,PPT1976_ANN_CONUS
3917158,262.32,262.32,262.32,PPT1976_ANN_CONUS
3917160,279.36,279.36,279.36,PPT1976_ANN_CONUS
3917162,405.48,456.24,456.24,PPT1976_ANN_CONUS
3917164,395.4,395.4,395.4,PPT1976_ANN_CONUS
3917172,431.4,431.4,431.4,PPT1976_ANN_CONUS
3917176,412.92,447.12,447.12,PPT1976_ANN_CONUS
3917178,409.2,449.76,449.76,PPT1976_ANN_CONUS
3917194,486.96,486.96,486.96,PPT1976_ANN_CONUS
3917198,251.64,422.64,422.64,PPT1976_ANN_CONUS
3917200,234.24,410.52,410.52,PPT1976_ANN_CONUS
3917212,387.24,387.24,387.24,PPT1976_ANN_CONUS
3917214,285,285,285,PPT1976_ANN_CONUS
3917218,267.24,365.64,365.64,PPT1976_ANN_CONUS
3917220,268.56,358.92,358.92,PPT1976_ANN_CONUS
3917228,268.56,268.56,268.56,PPT1976_ANN_CONUS
3917230,189.48,189.48,189.48,PPT1976_ANN_CONUS
3917244,195.96,386.52,397.08,PPT1976_ANN_CONUS
3917250,411.24,411.24,411.24,PPT1976_ANN_CONUS
3917256,268.56,462.36,462.36,PPT1976_ANN_CONUS
3917268,268.56,454.44,454.44,PPT1976_ANN_CONUS
3917272,368.88,510.96,510.96,PPT1976_ANN_CONUS
3917274,267.84,267.84,267.84,PPT1976_ANN_CONUS
3917276,401.16,510.6,510.6,PPT1976_ANN_CONUS
3917278,336.6,477.84,477.84,PPT1976_ANN_CONUS
3917280,267.96,422.4,422.4,PPT1976_ANN_CONUS
3917282,318.48,453.48,453.48,PPT1976_ANN_CONUS
3917284,265.56,436.2,436.2,PPT1976_ANN_CONUS
3917286,265.56,265.56,265.56,PPT1976_ANN_CONUS
3917912,388.68,453.48,453.48,PPT1976_ANN_CONUS
3917914,386.28,394.44,394.44,PPT1976_ANN_CONUS
3917916,428.52,445.8,445.8,PPT1976_ANN_CONUS
3917918,333.12,433.56,433.56,PPT1976_ANN_CONUS
3917920,260.28,270.84,270.84,PPT1976_ANN_CONUS
3917922,236.28,236.28,236.28,PPT1976_ANN_CONUS
3917946,204.24,382.44,393.96,PPT1976_ANN_CONUS
3917948,227.28,407.04,407.04,PPT1976_ANN_CONUS
3917950,205.44,389.88,399.72,PPT1976_ANN_CONUS
3917956,579.84,579.84,579.84,PPT1976_ANN_CONUS
3917958,564.48,564.48,564.48,PPT1976_ANN_CONUS
3917960,544.56,544.56,544.56,PPT1976_ANN_CONUS
948010089,231.48,235.92,235.92,PPT1976_ANN_CONUS
