COMID,CAT_RUN1991_ANN,ACC_RUN1991_ANN,TOT_RUN1991_ANN,source
3917070,203.04,203.04,203.04,RUN1991_ANN_CONUS
3917072,178.32,178.32,178.32,RUN1991_ANN_CONUS
3917082,184.32,184.32,184.32,RUN1991_ANN_CONUS
3917084,234.84,234.84,234.84,RUN1991_ANN_CONUS
3917106,165.84,205.68,205.68,RUN1991_ANN_CONUS
3917114,179.52,179.52,179.52,RUN1991_ANN_CONUS
3917130,155.04,176.52,176.52,RUN1991_ANN_CONUS
3917136,145.92,145.92,145.92,RUN1991_ANN_CONUS
3917138,130.8,130.8,130.8,RUN1991_ANN_CONUS
3917154,180.48,184.44,184.44,RUN1991_ANN_CONUS
3917156,124.68,124.68,124.68,RUN1991_ANN_CONUS
3917158,15.12,15.12,15.12,RUN1991_ANN_CONUS
3917160,15.6,15.6,15.6,RUN1991_ANN_CONUS
3917162,114.96,171.48,171.48,RUN1991_ANN_CONUS
3917164,82.2,82.2,82.2,RUN1991_ANN_CONUS
3917172,123.48,123.48,123.48,RUN1991_ANN_CONUS
3917176,96.96,159,159,RUN1991_ANN_CONUS
3917178,108.24,164.4,164.4,RUN1991_ANN_CONUS
3917194,190.08,190.08,190.08,RUN1991_ANN_CONUS
3917198,14.76,135.24,135.24,RUN1991_ANN_CONUS
3917200,13.92,127.44,127.44,RUN1991_ANN_CONUS
3917212,82.8,82.8,82.8,RUN1991_ANN_CONUS
3917214,20.76,20.76,20.76,RUN1991_ANN_CONUS
3917218,15.12,70.32,70.32,RUN1991_ANN_CONUS
3917220,15.24,66.48,66.48,RUN1991_ANN_CONUS
3917228,15.24,15.24,15.24,RUN1991_ANN_CONUS
3917230,12.96,12.96,12.96,RUN1991_ANN_CONUS
3917244,13.32,141.36,164.64,RUN1991_ANN_CONUS
3917250,102.48,102.48,102.48,RUN1991_ANN_CONUS
3917256,15.24,153.12,153.12,RUN1991_ANN_CONUS
3917268,15.24,147.48,147.48,RUN1991_ANN_CONUS
3917272,67.92,194.52,194.52,RUN1991_ANN_CONUS
3917274,15,15,15,RUN1991_ANN_CONUS
3917276,57.36,223.68,223.68,RUN1991_ANN_CONUS
3917278,33.6,187.8,187.8,RUN1991_ANN_CONUS
3917280,15,138.84,138.84,RUN1991_ANN_CONUS
3917282,26.76,163.68,163.68,RUN1991_ANN_CONUS
3917284,14.28,149.88,149.88,RUN1991_ANN_CONUS
3917286,14.28,14.28,14.28,RUN1991_ANN_CONUS
3917912,106.68,169.08,169.08,RUN1991_ANN_CONUS
3917914,128.4,131.04,131.04,RUN1991_ANN_CONUS
3917916,145.56,162.24,162.24,RUN1991_ANN_CONUS
3917918,45.36,143.88,143.88,RUN1991_ANN_CONUS
3917920,15,15.36,15.36,RUN1991_ANN_CONUS
3917922,14.64,14.64,14.64,RUN1991_ANN_CONUS
3917946,14.04,138.6,162.12,RUN1991_ANN_CONUS
3917948,13.68,125.28,125.28,RUN1991_ANN_CONUS
3917950,13.2,143.76,166.56,RUN1991_ANN_CONUS
3917956,255.96,255.96,255.96,RUN1991_ANN_CONUS
3917958,289.8,289.8,289.8,RUN1991_ANN_CONUS
3917960,284.64,284.64,284.64,RUN1991_ANN_CONUS
948010089,14.4,14.64,14.64,RUN1991_ANN_CONUS
