COMID,CAT_PPT1982_ANN,ACC_PPT1982_ANN,TOT_PPT1982_ANN,source
3917070,949.8,949.8,949.8,PPT1982_ANN_CONUS
3917072,916.8,916.8,916.8,PPT1982_ANN_CONUS
3917082,929.4,929.4,929.4,PPT1982_ANN_CONUS
3917084,945.6,945.6,945.6,PPT1982_ANN_CONUS
3917106,893.28,924.72,924.72,PPT1982_ANN_CONUS
3917114,853.56,853.56,853.56,PPT1982_ANN_CONUS
3917130,847.44,884.76,884.76,PPT1982_ANN_CONUS
3917136,834.6,834.6,834.6,PPT1982_ANN_CONUS
3917138,757.68,757.68,757.68,PPT1982_ANN_CONUS
3917154,893.28,903.72,903.72,PPT1982_ANN_CONUS
3917156,819.12,819.12,819.12,PPT1982_ANN_CONUS
3917158,585,585,585,PPT1982_ANN_CONUS
3917160,618.12,618.12,618.12,PPT1982_ANN_CONUS
3917162,806.52,877.44,877.44,PPT1982_ANN_CONUS
3917164,779.04,779.04,779.04,PPT1982_ANN_CONUS
3917172,840,840,840,PPT1982_ANN_CONUS
3917176,835.08,866.4,866.4,PPT1982_ANN_CONUS
3917178,815.76,869.76,869.76,PPT1982_ANN_CONUS
3917194,950.76,950.76,950.76,PPT1982_ANN_CONUS
3917198,566.4,829.08,829.08,PPT1982_ANN_CONUS
3917200,523.8,811.2,811.2,PPT1982_ANN_CONUS
3917212,801.72,801.72,801.72,PPT1982_ANN_CONUS
3917214,603.72,603.72,603.72,PPT1982_ANN_CONUS
3917218,574.2,760.44,760.44,PPT1982_ANN_CONUS
3917220,571.8,747.48,747.48,PPT1982_ANN_CONUS
3917228,571.8,571.8,571.8,PPT1982_ANN_CONUS
3917230,490.92,490.92,490.92,PPT1982_ANN_CONUS
3917244,494.4,843.48,892.8,PPT1982_ANN_CONUS
3917250,852.12,852.12,852.12,PPT1982_ANN_CONUS
3917256,571.8,944.16,944.16,PPT1982_ANN_CONUS
3917268,571.8,928.92,928.92,PPT1982_ANN_CONUS
3917272,767.88,1034.4,1034.4,PPT1982_ANN_CONUS
3917274,569.64,569.64,569.64,PPT1982_ANN_CONUS
3917276,811.8,1042.44,1042.44,PPT1982_ANN_CONUS
3917278,696.6,977.16,977.16,PPT1982_ANN_CONUS
3917280,570.12,868.2,868.2,PPT1982_ANN_CONUS
3917282,658.56,928.68,928.68,PPT1982_ANN_CONUS
3917284,562.2,894.96,894.96,PPT1982_ANN_CONUS
3917286,562.56,562.56,562.56,PPT1982_ANN_CONUS
3917912,783.24,874.68,874.68,PPT1982_ANN_CONUS
3917914,748.68,761.16,761.16,PPT1982_ANN_CONUS
3917916,833.28,866.88,866.88,PPT1982_ANN_CONUS
3917918,695.16,845.4,845.4,PPT1982_ANN_CONUS
3917920,582.6,602.04,602.04,PPT1982_ANN_CONUS
3917922,553.56,553.56,553.56,PPT1982_ANN_CONUS
3917946,516.84,836.16,886.68,PPT1982_ANN_CONUS
3917948,512.4,805.56,805.56,PPT1982_ANN_CONUS
3917950,494.4,849.72,897.96,PPT1982_ANN_CONUS
3917956,1163.64,1163.64,1163.64,PPT1982_ANN_CONUS
3917958,1155.6,1155.6,1155.6,PPT1982_ANN_CONUS
3917960,1113.96,1113.96,1113.96,PPT1982_ANN_CONUS
948010089,546.96,552.96,552.96,PPT1982_ANN_CONUS
