COMID,CAT_TAV1951_ANN,ACC_TAV1951_ANN,TOT_TAV1951_ANN,source
3917070,7.66,7.66,7.66,TAV1951_ANN_CONUS
3917072,7.8,7.8,7.8,TAV1951_ANN_CONUS
3917082,7.36,7.36,7.36,TAV1951_ANN_CONUS
3917084,7.19,7.19,7.19,TAV1951_ANN_CONUS
3917106,7.46,7.3,7.3,TAV1951_ANN_CONUS
3917114,7.56,7.56,7.56,TAV1951_ANN_CONUS
3917130,7.61,7.56,7.56,TAV1951_ANN_CONUS
3917136,7.56,7.56,7.56,TAV1951_ANN_CONUS
3917138,7.67,7.67,7.67,TAV1951_ANN_CONUS
3917154,7.69,7.69,7.69,TAV1951_ANN_CONUS
3917156,7.99,7.99,7.99,TAV1951_ANN_CONUS
3917158,9.26,9.26,9.26,TAV1951_ANN_CONUS
3917160,9.02,9.02,9.02,TAV1951_ANN_CONUS
3917162,7.88,7.59,7.59,TAV1951_ANN_CONUS
3917164,8.53,8.53,8.53,TAV1951_ANN_CONUS
3917172,8.19,8.19,8.19,TAV1951_ANN_CONUS
3917176,8.35,7.72,7.72,TAV1951_ANN_CONUS
3917178,8.12,7.66,7.66,TAV1951_ANN_CONUS
3917194,7.65,7.65,7.65,TAV1951_ANN_CONUS
3917198,9.56,7.96,7.96,TAV1951_ANN_CONUS
3917200,10.03,8.07,8.07,TAV1951_ANN_CONUS
3917230,10.66,10.66,10.66,TAV1951_ANN_CONUS
3917244,10.58,8.04,7.97,TAV1951_ANN_CONUS
3917912,8.02,7.62,7.62,TAV1951_ANN_CONUS
3917914,7.89,7.84,7.84,TAV1951_ANN_CONUS
3917916,7.68,7.72,7.72,TAV1951_ANN_CONUS
3917918,8.84,7.87,7.87,TAV1951_ANN_CONUS
3917920,9.29,9.14,9.14,TAV1951_ANN_CONUS
3917922,9.69,9.69,9.69,TAV1951_ANN_CONUS
3917946,10.88,8.1,8.02,TAV1951_ANN_CONUS
3917948,10.12,8.11,8.11,TAV1951_ANN_CONUS
3917950,10.33,7.99,7.94,TAV1951_ANN_CONUS
948010089,9.78,9.7,9.7,TAV1951_ANN_CONUS
