COMID,CAT_PPT2006_ANN,ACC_PPT2006_ANN,TOT_PPT2006_ANN,source
3917070,766.68,766.68,766.68,PPT2006_ANN_CONUS
3917072,756.96,756.96,756.96,PPT2006_ANN_CONUS
3917082,678.84,678.84,678.84,PPT2006_ANN_CONUS
3917084,709.08,709.08,709.08,PPT2006_ANN_CONUS
3917106,659.64,688.56,688.56,PPT2006_ANN_CONUS
3917114,681.36,681.36,681.36,PPT2006_ANN_CONUS
3917130,663.24,639.36,639.36,PPT2006_ANN_CONUS
3917136,607.92,607.92,607.92,PPT2006_ANN_CONUS
3917138,559.2,559.2,559.2,PPT2006_ANN_CONUS
3917154,727.44,734.76,734.76,PPT2006_ANN_CONUS
3917156,675,675,675,PPT2006_ANN_CONUS
3917158,592.68,592.68,592.68,PPT2006_ANN_CONUS
3917160,607.08,607.08,607.08,PPT2006_ANN_CONUS
3917162,638.28,640.32,640.32,PPT2006_ANN_CONUS
3917164,615.12,615.12,615.12,PPT2006_ANN_CONUS
3917172,675.6,675.6,675.6,PPT2006_ANN_CONUS
3917176,624.12,650.16,650.16,PPT2006_ANN_CONUS
3917178,633.36,649.44,649.44,PPT2006_ANN_CONUS
3917194,630.96,630.96,630.96,PPT2006_ANN_CONUS
3917198,557.04,640.68,640.68,PPT2006_ANN_CONUS
3917200,486.72,633.24,633.24,PPT2006_ANN_CONUS
3917230,381.72,381.72,381.72,PPT2006_ANN_CONUS
3917244,395.04,717.96,804.72,PPT2006_ANN_CONUS
3917912,652.32,649.56,649.56,PPT2006_ANN_CONUS
3917914,541.08,550.92,550.92,PPT2006_ANN_CONUS
3917916,609.36,601.8,601.8,PPT2006_ANN_CONUS
3917918,604.2,643.8,643.8,PPT2006_ANN_CONUS
3917920,587.88,599.16,599.16,PPT2006_ANN_CONUS
3917922,527.28,527.28,527.28,PPT2006_ANN_CONUS
3917946,424.08,711.24,798.48,PPT2006_ANN_CONUS
3917948,466.92,630.12,630.12,PPT2006_ANN_CONUS
3917950,424.32,723.84,810,PPT2006_ANN_CONUS
948010089,514.56,526.08,526.08,PPT2006_ANN_CONUS
