COMID,CAT_RUN1955_ANN,ACC_RUN1955_ANN,TOT_RUN1955_ANN,source
3917070,209.88,209.88,209.88,RUN1955_ANN_CONUS
3917072,203.52,203.52,203.52,RUN1955_ANN_CONUS
3917082,204.12,204.12,204.12,RUN1955_ANN_CONUS
3917084,239.52,239.52,239.52,RUN1955_ANN_CONUS
3917106,190.2,218.76,218.76,RUN1955_ANN_CONUS
3917114,182.64,182.64,182.64,RUN1955_ANN_CONUS
3917130,175.44,220.68,220.68,RUN1955_ANN_CONUS
3917136,184.8,184.8,184.8,RUN1955_ANN_CONUS
3917138,181.68,181.68,181.68,RUN1955_ANN_CONUS
3917154,196.56,198.96,198.96,RUN1955_ANN_CONUS
3917156,135.72,135.72,135.72,RUN1955_ANN_CONUS
3917158,81.12,81.12,81.12,RUN1955_ANN_CONUS
3917160,94.68,94.68,94.68,RUN1955_ANN_CONUS
3917162,139.08,213,213,RUN1955_ANN_CONUS
3917164,104.28,104.28,104.28,RUN1955_ANN_CONUS
3917172,146.76,146.76,146.76,RUN1955_ANN_CONUS
3917176,191.88,197.4,197.4,RUN1955_ANN_CONUS
3917178,152.28,201.36,201.36,RUN1955_ANN_CONUS
3917194,284.04,284.04,284.04,RUN1955_ANN_CONUS
3917198,80.16,178.56,178.56,RUN1955_ANN_CONUS
3917200,66.24,172.32,172.32,RUN1955_ANN_CONUS
3917230,47.16,47.16,47.16,RUN1955_ANN_CONUS
3917244,50.52,231.96,263.76,RUN1955_ANN_CONUS
3917912,117.84,206.52,206.52,RUN1955_ANN_CONUS
3917914,176.4,177.72,177.72,RUN1955_ANN_CONUS
3917916,196.8,232.32,232.32,RUN1955_ANN_CONUS
3917918,126.36,185.04,185.04,RUN1955_ANN_CONUS
3917920,81,88.32,88.32,RUN1955_ANN_CONUS
3917922,81.48,81.48,81.48,RUN1955_ANN_CONUS
3917946,59.28,228.12,260.28,RUN1955_ANN_CONUS
3917948,62.04,170.16,170.16,RUN1955_ANN_CONUS
3917950,54.36,235.32,266.4,RUN1955_ANN_CONUS
948010089,79.08,81.24,81.24,RUN1955_ANN_CONUS
