COMID,CAT_TAV1955_ANN,ACC_TAV1955_ANN,TOT_TAV1955_ANN,source
3917070,6.68,6.68,6.68,TAV1955_ANN_CONUS
3917072,6.86,6.86,6.86,TAV1955_ANN_CONUS
3917082,6.34,6.34,6.34,TAV1955_ANN_CONUS
3917084,6.14,6.14,6.14,TAV1955_ANN_CONUS
3917106,6.46,6.27,6.27,TAV1955_ANN_CONUS
3917114,6.59,6.59,6.59,TAV1955_ANN_CONUS
3917130,6.64,6.58,6.58,TAV1955_ANN_CONUS
3917136,6.58,6.58,6.58,TAV1955_ANN_CONUS
3917138,6.69,6.69,6.69,TAV1955_ANN_CONUS
3917154,6.74,6.73,6.73,TAV1955_ANN_CONUS
3917156,7.1,7.1,7.1,TAV1955_ANN_CONUS
3917158,8.57,8.57,8.57,TAV1955_ANN_CONUS
3917160,8.28,8.28,8.28,TAV1955_ANN_CONUS
3917162,6.97,6.62,6.62,TAV1955_ANN_CONUS
3917164,7.73,7.73,7.73,TAV1955_ANN_CONUS
3917172,7.31,7.31,7.31,TAV1955_ANN_CONUS
3917176,7.49,6.77,6.77,TAV1955_ANN_CONUS
3917178,7.27,6.7,6.7,TAV1955_ANN_CONUS
3917194,6.71,6.71,6.71,TAV1955_ANN_CONUS
3917198,8.86,7.05,7.05,TAV1955_ANN_CONUS
3917200,9.3,7.18,7.18,TAV1955_ANN_CONUS
3917230,9.89,9.89,9.89,TAV1955_ANN_CONUS
3917244,9.82,7.33,7.33,TAV1955_ANN_CONUS
3917912,7.15,6.66,6.66,TAV1955_ANN_CONUS
3917914,6.96,6.9,6.9,TAV1955_ANN_CONUS
3917916,6.73,6.77,6.77,TAV1955_ANN_CONUS
3917918,8.07,6.95,6.95,TAV1955_ANN_CONUS
3917920,8.6,8.42,8.42,TAV1955_ANN_CONUS
3917922,8.99,8.99,8.99,TAV1955_ANN_CONUS
3917946,10.08,7.39,7.37,TAV1955_ANN_CONUS
3917948,9.39,7.22,7.22,TAV1955_ANN_CONUS
3917950,9.6,7.29,7.3,TAV1955_ANN_CONUS
948010089,9.08,9,9,TAV1955_ANN_CONUS
