COMID,CAT_TAV2015_ANN,ACC_TAV2015_ANN,TOT_TAV2015_ANN,source
3917070,9.46,9.46,9.46,TAV2015_ANN_CONUS
3917072,9.6,9.6,9.6,TAV2015_ANN_CONUS
3917082,8.6,8.6,8.6,TAV2015_ANN_CONUS
3917084,9.01,9.01,9.01,TAV2015_ANN_CONUS
3917106,9.07,9.01,9.01,TAV2015_ANN_CONUS
3917114,10.21,10.21,10.21,TAV2015_ANN_CONUS
3917130,10.16,9.72,9.72,TAV2015_ANN_CONUS
3917136,9.7,9.7,9.7,TAV2015_ANN_CONUS
3917138,10.8,10.8,10.8,TAV2015_ANN_CONUS
3917154,9.82,9.75,9.75,TAV2015_ANN_CONUS
3917156,10.66,10.66,10.66,TAV2015_ANN_CONUS
3917158,12.45,12.45,12.45,TAV2015_ANN_CONUS
3917160,12.38,12.38,12.38,TAV2015_ANN_CONUS
3917162,10.65,9.81,9.81,TAV2015_ANN_CONUS
3917164,11.79,11.79,11.79,TAV2015_ANN_CONUS
3917172,10.82,10.82,10.82,TAV2015_ANN_CONUS
3917176,11.08,10.05,10.05,TAV2015_ANN_CONUS
3917178,10.91,9.95,9.95,TAV2015_ANN_CONUS
3917194,9.64,9.64,9.64,TAV2015_ANN_CONUS
3917198,12.49,10.47,10.47,TAV2015_ANN_CONUS
3917200,12.5,10.6,10.6,TAV2015_ANN_CONUS
3917230,12.7,12.7,12.7,TAV2015_ANN_CONUS
3917244,12.7,11.01,10.91,TAV2015_ANN_CONUS
3917912,10.91,9.86,9.86,TAV2015_ANN_CONUS
3917914,10.76,10.6,10.6,TAV2015_ANN_CONUS
3917916,10.33,10.09,10.09,TAV2015_ANN_CONUS
3917918,11.9,10.33,10.33,TAV2015_ANN_CONUS
3917920,12.45,12.41,12.41,TAV2015_ANN_CONUS
3917922,12.57,12.57,12.57,TAV2015_ANN_CONUS
3917946,12.92,11.05,10.94,TAV2015_ANN_CONUS
3917948,12.51,10.64,10.64,TAV2015_ANN_CONUS
3917950,12.62,10.98,10.88,TAV2015_ANN_CONUS
948010089,12.57,12.57,12.57,TAV2015_ANN_CONUS
