COMID,CAT_RUN2008_ANN,ACC_RUN2008_ANN,TOT_RUN2008_ANN,source
3917070,210.24,210.24,210.24,RUN2008_ANN_CONUS
3917072,202.56,202.56,202.56,RUN2008_ANN_CONUS
3917082,239.52,239.52,239.52,RUN2008_ANN_CONUS
3917084,248.52,248.52,248.52,RUN2008_ANN_CONUS
3917106,230.64,241.2,241.2,RUN2008_ANN_CONUS
3917114,207.24,207.24,207.24,RUN2008_ANN_CONUS
3917130,215.04,212.88,212.88,RUN2008_ANN_CONUS
3917136,218.88,218.88,218.88,RUN2008_ANN_CONUS
3917138,205.8,205.8,205.8,RUN2008_ANN_CONUS
3917154,205.32,206.16,206.16,RUN2008_ANN_CONUS
3917156,170.04,170.04,170.04,RUN2008_ANN_CONUS
3917158,125.88,125.88,125.88,RUN2008_ANN_CONUS
3917160,132.72,132.72,132.72,RUN2008_ANN_CONUS
3917162,182.64,210.12,210.12,RUN2008_ANN_CONUS
3917164,135.24,135.24,135.24,RUN2008_ANN_CONUS
3917172,165.84,165.84,165.84,RUN2008_ANN_CONUS
3917176,134.4,197.88,197.88,RUN2008_ANN_CONUS
3917178,151.08,202.92,202.92,RUN2008_ANN_CONUS
3917194,188.76,188.76,188.76,RUN2008_ANN_CONUS
3917198,105.48,183.96,183.96,RUN2008_ANN_CONUS
3917200,62.16,177.48,177.48,RUN2008_ANN_CONUS
3917230,15.36,15.36,15.36,RUN2008_ANN_CONUS
3917244,8.64,190.32,225.24,RUN2008_ANN_CONUS
3917912,162.96,207.24,207.24,RUN2008_ANN_CONUS
3917914,191.04,195.24,195.24,RUN2008_ANN_CONUS
3917916,202.2,193.8,193.8,RUN2008_ANN_CONUS
3917918,132.12,187.92,187.92,RUN2008_ANN_CONUS
3917920,122.76,128.76,128.76,RUN2008_ANN_CONUS
3917922,84.84,84.84,84.84,RUN2008_ANN_CONUS
3917946,44.88,186.96,222.24,RUN2008_ANN_CONUS
3917948,48.6,174.96,174.96,RUN2008_ANN_CONUS
3917950,23.64,193.56,228.12,RUN2008_ANN_CONUS
948010089,76.44,84,84,RUN2008_ANN_CONUS
