COMID,CAT_RUN1946_ANN,ACC_RUN1946_ANN,TOT_RUN1946_ANN,source
3917070,379.68,379.68,379.68,RUN1946_ANN_CONUS
3917072,362.76,362.76,362.76,RUN1946_ANN_CONUS
3917082,364.08,364.08,364.08,RUN1946_ANN_CONUS
3917084,393.6,393.6,393.6,RUN1946_ANN_CONUS
3917106,333.6,369,369,RUN1946_ANN_CONUS
3917114,318.36,318.36,318.36,RUN1946_ANN_CONUS
3917130,292.8,342.6,342.6,RUN1946_ANN_CONUS
3917136,299.88,299.88,299.88,RUN1946_ANN_CONUS
3917138,255.12,255.12,255.12,RUN1946_ANN_CONUS
3917154,346.68,352.8,352.8,RUN1946_ANN_CONUS
3917156,274.8,274.8,274.8,RUN1946_ANN_CONUS
3917158,81.72,81.72,81.72,RUN1946_ANN_CONUS
3917160,99.36,99.36,99.36,RUN1946_ANN_CONUS
3917162,256.32,334.8,334.8,RUN1946_ANN_CONUS
3917164,210.12,210.12,210.12,RUN1946_ANN_CONUS
3917172,277.32,277.32,277.32,RUN1946_ANN_CONUS
3917176,288.24,322.08,322.08,RUN1946_ANN_CONUS
3917178,275.04,326.88,326.88,RUN1946_ANN_CONUS
3917194,403.8,403.8,403.8,RUN1946_ANN_CONUS
3917198,74.52,287.16,287.16,RUN1946_ANN_CONUS
3917200,57.6,272.64,272.64,RUN1946_ANN_CONUS
3917230,23.28,23.28,23.28,RUN1946_ANN_CONUS
3917244,28.08,320.88,349.56,RUN1946_ANN_CONUS
3917912,247.68,331.68,331.68,RUN1946_ANN_CONUS
3917914,252.48,259.32,259.32,RUN1946_ANN_CONUS
3917916,299.04,336.6,336.6,RUN1946_ANN_CONUS
3917918,170.64,301.2,301.2,RUN1946_ANN_CONUS
3917920,80.28,90.72,90.72,RUN1946_ANN_CONUS
3917922,63.36,63.36,63.36,RUN1946_ANN_CONUS
3917946,27.84,314.28,344.4,RUN1946_ANN_CONUS
3917948,50.88,268.44,268.44,RUN1946_ANN_CONUS
3917950,40.08,326.04,353.76,RUN1946_ANN_CONUS
948010089,59.28,63,63,RUN1946_ANN_CONUS
