COMID,CAT_PPT1963_ANN,ACC_PPT1963_ANN,TOT_PPT1963_ANN,source
3917070,775.56,775.56,775.56,PPT1963_ANN_CONUS
3917072,760.08,760.08,760.08,PPT1963_ANN_CONUS
3917082,727.56,727.56,727.56,PPT1963_ANN_CONUS
3917084,746.88,746.88,746.88,PPT1963_ANN_CONUS
3917106,693.24,725.28,725.28,PPT1963_ANN_CONUS
3917114,700.68,700.68,700.68,PPT1963_ANN_CONUS
3917130,664.44,705.48,705.48,PPT1963_ANN_CONUS
3917136,633.72,633.72,633.72,PPT1963_ANN_CONUS
3917138,559.08,559.08,559.08,PPT1963_ANN_CONUS
3917154,737.4,744.48,744.48,PPT1963_ANN_CONUS
3917156,685.68,685.68,685.68,PPT1963_ANN_CONUS
3917158,421.08,421.08,421.08,PPT1963_ANN_CONUS
3917160,437.16,437.16,437.16,PPT1963_ANN_CONUS
3917162,655.32,701.16,701.16,PPT1963_ANN_CONUS
3917164,587.16,587.16,587.16,PPT1963_ANN_CONUS
3917172,662.88,662.88,662.88,PPT1963_ANN_CONUS
3917176,693.72,699.24,699.24,PPT1963_ANN_CONUS
3917178,694.92,702.12,702.12,PPT1963_ANN_CONUS
3917194,805.44,805.44,805.44,PPT1963_ANN_CONUS
3917198,410.88,660.36,660.36,PPT1963_ANN_CONUS
3917200,391.68,642.6,642.6,PPT1963_ANN_CONUS
3917230,308.28,308.28,308.28,PPT1963_ANN_CONUS
3917244,331.32,763.08,824.04,PPT1963_ANN_CONUS
3917912,663.6,703.08,703.08,PPT1963_ANN_CONUS
3917914,568.08,577.44,577.44,PPT1963_ANN_CONUS
3917916,651,701.76,701.76,PPT1963_ANN_CONUS
3917918,531.96,676.92,676.92,PPT1963_ANN_CONUS
3917920,418.56,429,429,PPT1963_ANN_CONUS
3917922,386.16,386.16,386.16,PPT1963_ANN_CONUS
3917946,324.48,753.24,815.88,PPT1963_ANN_CONUS
3917948,381.96,637.68,637.68,PPT1963_ANN_CONUS
3917950,358.2,770.76,830.4,PPT1963_ANN_CONUS
948010089,382.92,385.92,385.92,PPT1963_ANN_CONUS
