COMID,CAT_TAV1962_ANN,ACC_TAV1962_ANN,TOT_TAV1962_ANN,source
3917070,7.55,7.55,7.55,TAV1962_ANN_CONUS
3917072,7.68,7.68,7.68,TAV1962_ANN_CONUS
3917082,7.33,7.33,7.33,TAV1962_ANN_CONUS
3917084,7.14,7.14,7.14,TAV1962_ANN_CONUS
3917106,7.43,7.26,7.26,TAV1962_ANN_CONUS
3917114,7.46,7.46,7.46,TAV1962_ANN_CONUS
3917130,7.54,7.54,7.54,TAV1962_ANN_CONUS
3917136,7.56,7.56,7.56,TAV1962_ANN_CONUS
3917138,7.67,7.67,7.67,TAV1962_ANN_CONUS
3917154,7.58,7.58,7.58,TAV1962_ANN_CONUS
3917156,7.84,7.84,7.84,TAV1962_ANN_CONUS
3917158,8.91,8.91,8.91,TAV1962_ANN_CONUS
3917160,8.68,8.68,8.68,TAV1962_ANN_CONUS
3917162,7.79,7.56,7.56,TAV1962_ANN_CONUS
3917164,8.28,8.28,8.28,TAV1962_ANN_CONUS
3917172,7.99,7.99,7.99,TAV1962_ANN_CONUS
3917176,8.11,7.65,7.65,TAV1962_ANN_CONUS
3917178,7.97,7.61,7.61,TAV1962_ANN_CONUS
3917194,7.67,7.67,7.67,TAV1962_ANN_CONUS
3917198,9.21,7.84,7.84,TAV1962_ANN_CONUS
3917200,9.68,7.94,7.94,TAV1962_ANN_CONUS
3917230,10.27,10.27,10.27,TAV1962_ANN_CONUS
3917244,10.21,7.89,7.83,TAV1962_ANN_CONUS
3917912,7.88,7.58,7.58,TAV1962_ANN_CONUS
3917914,7.9,7.85,7.85,TAV1962_ANN_CONUS
3917916,7.66,7.73,7.73,TAV1962_ANN_CONUS
3917918,8.54,7.78,7.78,TAV1962_ANN_CONUS
3917920,8.94,8.79,8.79,TAV1962_ANN_CONUS
3917922,9.31,9.31,9.31,TAV1962_ANN_CONUS
3917946,10.48,7.95,7.88,TAV1962_ANN_CONUS
3917948,9.76,7.97,7.97,TAV1962_ANN_CONUS
3917950,9.98,7.85,7.8,TAV1962_ANN_CONUS
948010089,9.41,9.32,9.32,TAV1962_ANN_CONUS
