COMID,CAT_RUN1984_ANN,ACC_RUN1984_ANN,TOT_RUN1984_ANN,source
3917070,532.08,532.08,532.08,RUN1984_ANN_CONUS
3917072,507.6,507.6,507.6,RUN1984_ANN_CONUS
3917082,529.8,529.8,529.8,RUN1984_ANN_CONUS
3917084,560.04,560.04,560.04,RUN1984_ANN_CONUS
3917106,477.84,526.92,526.92,RUN1984_ANN_CONUS
3917114,444.6,444.6,444.6,RUN1984_ANN_CONUS
3917130,387.84,428.16,428.16,RUN1984_ANN_CONUS
3917136,421.68,421.68,421.68,RUN1984_ANN_CONUS
3917138,341.04,341.04,341.04,RUN1984_ANN_CONUS
3917154,484.8,493.56,493.56,RUN1984_ANN_CONUS
3917156,379.08,379.08,379.08,RUN1984_ANN_CONUS
3917158,102.48,102.48,102.48,RUN1984_ANN_CONUS
3917160,139.08,139.08,139.08,RUN1984_ANN_CONUS
3917162,321.96,419.64,419.64,RUN1984_ANN_CONUS
3917164,289.92,289.92,289.92,RUN1984_ANN_CONUS
3917172,387.6,387.6,387.6,RUN1984_ANN_CONUS
3917176,320.52,409.44,409.44,RUN1984_ANN_CONUS
3917178,320.88,414.96,414.96,RUN1984_ANN_CONUS
3917194,406.08,406.08,406.08,RUN1984_ANN_CONUS
3917198,91.68,366,366,RUN1984_ANN_CONUS
3917200,69.84,347.4,347.4,RUN1984_ANN_CONUS
3917230,38.64,38.64,38.64,RUN1984_ANN_CONUS
3917244,38.64,361.68,385.92,RUN1984_ANN_CONUS
3917912,337.44,421.92,421.92,RUN1984_ANN_CONUS
3917914,312.36,328.44,328.44,RUN1984_ANN_CONUS
3917916,360.84,372.36,372.36,RUN1984_ANN_CONUS
3917918,206.04,383.4,383.4,RUN1984_ANN_CONUS
3917920,100.68,121.56,121.56,RUN1984_ANN_CONUS
3917922,80.76,80.76,80.76,RUN1984_ANN_CONUS
3917946,47.64,354.72,380.4,RUN1984_ANN_CONUS
3917948,62.52,342,342,RUN1984_ANN_CONUS
3917950,49.32,367.44,390.48,RUN1984_ANN_CONUS
948010089,75.12,80.28,80.28,RUN1984_ANN_CONUS
