COMID,CAT_TAV1954_ANN,ACC_TAV1954_ANN,TOT_TAV1954_ANN,source
3917070,7.25,7.25,7.25,TAV1954_ANN_CONUS
3917072,7.4,7.4,7.4,TAV1954_ANN_CONUS
3917082,6.97,6.97,6.97,TAV1954_ANN_CONUS
3917084,6.79,6.79,6.79,TAV1954_ANN_CONUS
3917106,7.09,6.91,6.91,TAV1954_ANN_CONUS
3917114,7.18,7.18,7.18,TAV1954_ANN_CONUS
3917130,7.26,7.23,7.23,TAV1954_ANN_CONUS
3917136,7.22,7.22,7.22,TAV1954_ANN_CONUS
3917138,7.35,7.35,7.35,TAV1954_ANN_CONUS
3917154,7.3,7.29,7.29,TAV1954_ANN_CONUS
3917156,7.62,7.62,7.62,TAV1954_ANN_CONUS
3917158,9.03,9.03,9.03,TAV1954_ANN_CONUS
3917160,8.76,8.76,8.76,TAV1954_ANN_CONUS
3917162,7.55,7.25,7.25,TAV1954_ANN_CONUS
3917164,8.26,8.26,8.26,TAV1954_ANN_CONUS
3917172,7.85,7.85,7.85,TAV1954_ANN_CONUS
3917176,8.04,7.38,7.38,TAV1954_ANN_CONUS
3917178,7.81,7.32,7.32,TAV1954_ANN_CONUS
3917194,7.38,7.38,7.38,TAV1954_ANN_CONUS
3917198,9.3,7.64,7.64,TAV1954_ANN_CONUS
3917200,9.73,7.75,7.75,TAV1954_ANN_CONUS
3917230,10.32,10.32,10.32,TAV1954_ANN_CONUS
3917244,10.25,7.78,7.74,TAV1954_ANN_CONUS
3917912,7.67,7.28,7.28,TAV1954_ANN_CONUS
3917914,7.59,7.54,7.54,TAV1954_ANN_CONUS
3917916,7.36,7.42,7.42,TAV1954_ANN_CONUS
3917918,8.57,7.55,7.55,TAV1954_ANN_CONUS
3917920,9.05,8.89,8.89,TAV1954_ANN_CONUS
3917922,9.41,9.41,9.41,TAV1954_ANN_CONUS
3917946,10.51,7.84,7.79,TAV1954_ANN_CONUS
3917948,9.81,7.79,7.79,TAV1954_ANN_CONUS
3917950,10.02,7.74,7.71,TAV1954_ANN_CONUS
948010089,9.49,9.41,9.41,TAV1954_ANN_CONUS
