COMID,CAT_TAV1973_ANN,ACC_TAV1973_ANN,TOT_TAV1973_ANN,source
3917070,8.01,8.01,8.01,TAV1973_ANN_CONUS
3917072,8.17,8.17,8.17,TAV1973_ANN_CONUS
3917082,7.65,7.65,7.65,TAV1973_ANN_CONUS
3917084,7.46,7.46,7.46,TAV1973_ANN_CONUS
3917106,7.78,7.59,7.59,TAV1973_ANN_CONUS
3917114,7.9,7.9,7.9,TAV1973_ANN_CONUS
3917130,8,7.9,7.9,TAV1973_ANN_CONUS
3917136,7.89,7.89,7.89,TAV1973_ANN_CONUS
3917138,8.02,8.02,8.02,TAV1973_ANN_CONUS
3917154,8.05,8.04,8.04,TAV1973_ANN_CONUS
3917156,8.39,8.39,8.39,TAV1973_ANN_CONUS
3917158,9.62,9.62,9.62,TAV1973_ANN_CONUS
3917160,9.41,9.41,9.41,TAV1973_ANN_CONUS
3917162,8.31,7.93,7.93,TAV1973_ANN_CONUS
3917164,8.94,8.94,8.94,TAV1973_ANN_CONUS
3917172,8.58,8.58,8.58,TAV1973_ANN_CONUS
3917176,8.77,8.08,8.08,TAV1973_ANN_CONUS
3917178,8.55,8.01,8.01,TAV1973_ANN_CONUS
3917194,8.02,8.02,8.02,TAV1973_ANN_CONUS
3917198,9.94,8.33,8.33,TAV1973_ANN_CONUS
3917200,10.39,8.44,8.44,TAV1973_ANN_CONUS
3917230,10.97,10.97,10.97,TAV1973_ANN_CONUS
3917244,10.9,8.45,8.46,TAV1973_ANN_CONUS
3917912,8.43,7.97,7.97,TAV1973_ANN_CONUS
3917914,8.21,8.16,8.16,TAV1973_ANN_CONUS
3917916,8.07,8.07,8.07,TAV1973_ANN_CONUS
3917918,9.24,8.24,8.24,TAV1973_ANN_CONUS
3917920,9.65,9.51,9.51,TAV1973_ANN_CONUS
3917922,10.06,10.06,10.06,TAV1973_ANN_CONUS
3917946,11.17,8.51,8.51,TAV1973_ANN_CONUS
3917948,10.47,8.48,8.48,TAV1973_ANN_CONUS
3917950,10.68,8.41,8.43,TAV1973_ANN_CONUS
948010089,10.15,10.07,10.07,TAV1973_ANN_CONUS
