COMID,CAT_TAV1998_ANN,ACC_TAV1998_ANN,TOT_TAV1998_ANN,source
3917070,5.83,5.83,5.83,TAV1998_ANN_CONUS
3917072,6,6,6,TAV1998_ANN_CONUS
3917082,5.73,5.73,5.73,TAV1998_ANN_CONUS
3917084,5.5,5.5,5.5,TAV1998_ANN_CONUS
3917106,5.87,5.65,5.65,TAV1998_ANN_CONUS
3917114,6.11,6.11,6.11,TAV1998_ANN_CONUS
3917130,5.99,6.18,6.18,TAV1998_ANN_CONUS
3917136,6.18,6.18,6.18,TAV1998_ANN_CONUS
3917138,6.46,6.46,6.46,TAV1998_ANN_CONUS
3917154,6.03,5.99,5.99,TAV1998_ANN_CONUS
3917156,6.59,6.59,6.59,TAV1998_ANN_CONUS
3917158,9.29,9.29,9.29,TAV1998_ANN_CONUS
3917160,8.95,8.95,8.95,TAV1998_ANN_CONUS
3917162,6.45,6.2,6.2,TAV1998_ANN_CONUS
3917164,7.89,7.89,7.89,TAV1998_ANN_CONUS
3917172,6.99,6.99,6.99,TAV1998_ANN_CONUS
3917176,7.59,6.37,6.37,TAV1998_ANN_CONUS
3917178,7.08,6.27,6.27,TAV1998_ANN_CONUS
3917194,6.53,6.53,6.53,TAV1998_ANN_CONUS
3917198,9.58,6.82,6.82,TAV1998_ANN_CONUS
3917200,9.99,7.02,7.02,TAV1998_ANN_CONUS
3917230,10.62,10.62,10.62,TAV1998_ANN_CONUS
3917244,10.61,7.98,8.04,TAV1998_ANN_CONUS
3917912,6.71,6.21,6.21,TAV1998_ANN_CONUS
3917914,6.94,6.82,6.82,TAV1998_ANN_CONUS
3917916,6.31,6.57,6.57,TAV1998_ANN_CONUS
3917918,8.47,6.66,6.66,TAV1998_ANN_CONUS
3917920,9.33,9.12,9.12,TAV1998_ANN_CONUS
3917922,9.8,9.8,9.8,TAV1998_ANN_CONUS
3917946,10.94,8.04,8.09,TAV1998_ANN_CONUS
3917948,10.1,7.07,7.07,TAV1998_ANN_CONUS
3917950,10.38,7.93,8.01,TAV1998_ANN_CONUS
948010089,9.9,9.8,9.8,TAV1998_ANN_CONUS
