COMID,CAT_PPT1991_ANN,ACC_PPT1991_ANN,TOT_PPT1991_ANN,source
3917070,611.76,611.76,611.76,PPT1991_ANN_CONUS
3917072,586.44,586.44,586.44,PPT1991_ANN_CONUS
3917082,573,573,573,PPT1991_ANN_CONUS
3917084,594.96,594.96,594.96,PPT1991_ANN_CONUS
3917106,550.92,576.84,576.84,PPT1991_ANN_CONUS
3917114,567.72,567.72,567.72,PPT1991_ANN_CONUS
3917130,536.76,550.2,550.2,PPT1991_ANN_CONUS
3917136,509.76,509.76,509.76,PPT1991_ANN_CONUS
3917138,462.12,462.12,462.12,PPT1991_ANN_CONUS
3917154,579.72,585.6,585.6,PPT1991_ANN_CONUS
3917156,555.24,555.24,555.24,PPT1991_ANN_CONUS
3917158,364.56,364.56,364.56,PPT1991_ANN_CONUS
3917160,386.52,386.52,386.52,PPT1991_ANN_CONUS
3917162,531.36,549,549,PPT1991_ANN_CONUS
3917164,517.08,517.08,517.08,PPT1991_ANN_CONUS
3917172,549.6,549.6,549.6,PPT1991_ANN_CONUS
3917176,542.16,551.76,551.76,PPT1991_ANN_CONUS
3917178,555.24,552.24,552.24,PPT1991_ANN_CONUS
3917194,588.96,588.96,588.96,PPT1991_ANN_CONUS
3917198,355.08,528.72,528.72,PPT1991_ANN_CONUS
3917200,328.44,516.96,516.96,PPT1991_ANN_CONUS
3917230,297.24,297.24,297.24,PPT1991_ANN_CONUS
3917244,305.76,515.4,542.88,PPT1991_ANN_CONUS
3917912,542.04,552,552,PPT1991_ANN_CONUS
3917914,459.24,466.56,466.56,PPT1991_ANN_CONUS
3917916,517.08,535.8,535.8,PPT1991_ANN_CONUS
3917918,442.44,539.64,539.64,PPT1991_ANN_CONUS
3917920,363.24,375.96,375.96,PPT1991_ANN_CONUS
3917922,348.6,348.6,348.6,PPT1991_ANN_CONUS
3917946,318.96,510.96,539.16,PPT1991_ANN_CONUS
3917948,320.52,513.24,513.24,PPT1991_ANN_CONUS
3917950,306,519.12,545.88,PPT1991_ANN_CONUS
948010089,342.96,348.12,348.12,PPT1991_ANN_CONUS
