COMID,CAT_TAV1985_ANN,ACC_TAV1985_ANN,TOT_TAV1985_ANN,source
3917070,7.12,7.12,7.12,TAV1985_ANN_CONUS
3917072,7.29,7.29,7.29,TAV1985_ANN_CONUS
3917082,6.82,6.82,6.82,TAV1985_ANN_CONUS
3917084,6.59,6.59,6.59,TAV1985_ANN_CONUS
3917106,6.95,6.74,6.74,TAV1985_ANN_CONUS
3917114,7.07,7.07,7.07,TAV1985_ANN_CONUS
3917130,7.14,7.11,7.11,TAV1985_ANN_CONUS
3917136,7.1,7.1,7.1,TAV1985_ANN_CONUS
3917138,7.24,7.24,7.24,TAV1985_ANN_CONUS
3917154,7.19,7.18,7.18,TAV1985_ANN_CONUS
3917156,7.59,7.59,7.59,TAV1985_ANN_CONUS
3917158,9.18,9.18,9.18,TAV1985_ANN_CONUS
3917160,8.9,8.9,8.9,TAV1985_ANN_CONUS
3917162,7.5,7.15,7.15,TAV1985_ANN_CONUS
3917164,8.33,8.33,8.33,TAV1985_ANN_CONUS
3917172,7.84,7.84,7.84,TAV1985_ANN_CONUS
3917176,8.1,7.3,7.3,TAV1985_ANN_CONUS
3917178,7.81,7.22,7.22,TAV1985_ANN_CONUS
3917194,7.28,7.28,7.28,TAV1985_ANN_CONUS
3917198,9.43,7.59,7.59,TAV1985_ANN_CONUS
3917200,9.81,7.72,7.72,TAV1985_ANN_CONUS
3917230,10.3,10.3,10.3,TAV1985_ANN_CONUS
3917244,10.24,7.95,7.97,TAV1985_ANN_CONUS
3917912,7.65,7.18,7.18,TAV1985_ANN_CONUS
3917914,7.62,7.54,7.54,TAV1985_ANN_CONUS
3917916,7.26,7.35,7.35,TAV1985_ANN_CONUS
3917918,8.68,7.49,7.49,TAV1985_ANN_CONUS
3917920,9.21,9.04,9.04,TAV1985_ANN_CONUS
3917922,9.55,9.55,9.55,TAV1985_ANN_CONUS
3917946,10.44,8.01,8.01,TAV1985_ANN_CONUS
3917948,9.88,7.76,7.76,TAV1985_ANN_CONUS
3917950,10.06,7.91,7.95,TAV1985_ANN_CONUS
948010089,9.62,9.55,9.55,TAV1985_ANN_CONUS
