COMID,CAT_RUN1974_ANN,ACC_RUN1974_ANN,TOT_RUN1974_ANN,source
3917070,573,573,573,RUN1974_ANN_CONUS
3917072,560.28,560.28,560.28,RUN1974_ANN_CONUS
3917082,521.88,521.88,521.88,RUN1974_ANN_CONUS
3917084,553.44,553.44,553.44,RUN1974_ANN_CONUS
3917106,495.6,529.56,529.56,RUN1974_ANN_CONUS
3917114,514.56,514.56,514.56,RUN1974_ANN_CONUS
3917130,477.72,516,516,RUN1974_ANN_CONUS
3917136,456.72,456.72,456.72,RUN1974_ANN_CONUS
3917138,411.48,411.48,411.48,RUN1974_ANN_CONUS
3917154,543,548.64,548.64,RUN1974_ANN_CONUS
3917156,491.16,491.16,491.16,RUN1974_ANN_CONUS
3917158,307.56,307.56,307.56,RUN1974_ANN_CONUS
3917160,324.96,324.96,324.96,RUN1974_ANN_CONUS
3917162,467.28,511.92,511.92,RUN1974_ANN_CONUS
3917164,402.6,402.6,402.6,RUN1974_ANN_CONUS
3917172,472.8,472.8,472.8,RUN1974_ANN_CONUS
3917176,540.36,511.08,511.08,RUN1974_ANN_CONUS
3917178,514.44,512.64,512.64,RUN1974_ANN_CONUS
3917194,593.4,593.4,593.4,RUN1974_ANN_CONUS
3917198,289.56,482.52,482.52,RUN1974_ANN_CONUS
3917200,248.88,468.84,468.84,RUN1974_ANN_CONUS
3917230,186.36,186.36,186.36,RUN1974_ANN_CONUS
3917244,200.4,614.28,684.72,RUN1974_ANN_CONUS
3917912,475.32,513.24,513.24,RUN1974_ANN_CONUS
3917914,415.92,421.8,421.8,RUN1974_ANN_CONUS
3917916,479.04,515.76,515.76,RUN1974_ANN_CONUS
3917918,403.2,494.4,494.4,RUN1974_ANN_CONUS
3917920,304.92,316.2,316.2,RUN1974_ANN_CONUS
3917922,271.92,271.92,271.92,RUN1974_ANN_CONUS
3917946,201.72,605.04,676.8,RUN1974_ANN_CONUS
3917948,236.76,464.4,464.4,RUN1974_ANN_CONUS
3917950,215.88,621.72,690.96,RUN1974_ANN_CONUS
948010089,266.16,271.32,271.32,RUN1974_ANN_CONUS
