COMID,CAT_RUN1961_ANN,ACC_RUN1961_ANN,TOT_RUN1961_ANN,source
3917070,465.96,465.96,465.96,RUN1961_ANN_CONUS
3917072,442.44,442.44,442.44,RUN1961_ANN_CONUS
3917082,475.08,475.08,475.08,RUN1961_ANN_CONUS
3917084,503.52,503.52,503.52,RUN1961_ANN_CONUS
3917106,434.76,475.68,475.68,RUN1961_ANN_CONUS
3917114,402.24,402.24,402.24,RUN1961_ANN_CONUS
3917130,372.6,438.24,438.24,RUN1961_ANN_CONUS
3917136,391.08,391.08,391.08,RUN1961_ANN_CONUS
3917138,329.04,329.04,329.04,RUN1961_ANN_CONUS
3917154,428.52,435.36,435.36,RUN1961_ANN_CONUS
3917156,339.6,339.6,339.6,RUN1961_ANN_CONUS
3917158,106.8,106.8,106.8,RUN1961_ANN_CONUS
3917160,120,120,120,RUN1961_ANN_CONUS
3917162,321.84,427.56,427.56,RUN1961_ANN_CONUS
3917164,258.6,258.6,258.6,RUN1961_ANN_CONUS
3917172,339,339,339,RUN1961_ANN_CONUS
3917176,351.84,406.92,406.92,RUN1961_ANN_CONUS
3917178,333.96,414.36,414.36,RUN1961_ANN_CONUS
3917194,512.04,512.04,512.04,RUN1961_ANN_CONUS
3917198,96.6,361.92,361.92,RUN1961_ANN_CONUS
3917200,85.92,342.84,342.84,RUN1961_ANN_CONUS
3917230,20.52,20.52,20.52,RUN1961_ANN_CONUS
3917244,28.56,441.84,480.36,RUN1961_ANN_CONUS
3917912,307.2,421.68,421.68,RUN1961_ANN_CONUS
3917914,327.6,336.84,336.84,RUN1961_ANN_CONUS
3917916,375.6,428.4,428.4,RUN1961_ANN_CONUS
3917918,209.88,379.56,379.56,RUN1961_ANN_CONUS
3917920,104.04,113.16,113.16,RUN1961_ANN_CONUS
3917922,69.6,69.6,69.6,RUN1961_ANN_CONUS
3917946,34.68,432.72,473.04,RUN1961_ANN_CONUS
3917948,77.88,337.92,337.92,RUN1961_ANN_CONUS
3917950,53.16,449.16,486.24,RUN1961_ANN_CONUS
948010089,66.12,69.24,69.24,RUN1961_ANN_CONUS
