COMID,CAT_PPT1949_ANN,ACC_PPT1949_ANN,TOT_PPT1949_ANN,source
3917070,440.4,440.4,440.4,PPT1949_ANN_CONUS
3917072,429.12,429.12,429.12,PPT1949_ANN_CONUS
3917082,391.56,391.56,391.56,PPT1949_ANN_CONUS
3917084,406.56,406.56,406.56,PPT1949_ANN_CONUS
3917106,377.04,394.44,394.44,PPT1949_ANN_CONUS
3917114,377.4,377.4,377.4,PPT1949_ANN_CONUS
3917130,366.24,392.64,392.64,PPT1949_ANN_CONUS
3917136,355.2,355.2,355.2,PPT1949_ANN_CONUS
3917138,329.64,329.64,329.64,PPT1949_ANN_CONUS
3917154,409.08,414.96,414.96,PPT1949_ANN_CONUS
3917156,369.24,369.24,369.24,PPT1949_ANN_CONUS
3917158,219.48,219.48,219.48,PPT1949_ANN_CONUS
3917160,237.96,237.96,237.96,PPT1949_ANN_CONUS
3917162,360,389.52,389.52,PPT1949_ANN_CONUS
3917164,288.6,288.6,288.6,PPT1949_ANN_CONUS
3917172,351.48,351.48,351.48,PPT1949_ANN_CONUS
3917176,385.44,386.52,386.52,PPT1949_ANN_CONUS
3917178,384.48,389.16,389.16,PPT1949_ANN_CONUS
3917194,455.28,455.28,455.28,PPT1949_ANN_CONUS
3917198,217.56,361.8,361.8,PPT1949_ANN_CONUS
3917200,210,352.2,352.2,PPT1949_ANN_CONUS
3917230,172.92,172.92,172.92,PPT1949_ANN_CONUS
3917244,179.52,413.52,457.56,PPT1949_ANN_CONUS
3917912,357,390,390,PPT1949_ANN_CONUS
3917914,314.64,320.64,320.64,PPT1949_ANN_CONUS
3917916,378.96,397.32,397.32,PPT1949_ANN_CONUS
3917918,288.12,371.28,371.28,PPT1949_ANN_CONUS
3917920,218.76,229.2,229.2,PPT1949_ANN_CONUS
3917922,212.16,212.16,212.16,PPT1949_ANN_CONUS
3917946,183.96,408.36,453.12,PPT1949_ANN_CONUS
3917948,206.28,349.44,349.44,PPT1949_ANN_CONUS
3917950,195,417.72,461.16,PPT1949_ANN_CONUS
948010089,209.76,212.04,212.04,PPT1949_ANN_CONUS
