COMID,CAT_PPT2014_ANN,ACC_PPT2014_ANN,TOT_PPT2014_ANN,source
3917070,975,975,975,PPT2014_ANN_CONUS
3917072,966.6,966.6,966.6,PPT2014_ANN_CONUS
3917082,1079.52,1079.52,1079.52,PPT2014_ANN_CONUS
3917084,1033.68,1033.68,1033.68,PPT2014_ANN_CONUS
3917106,1004.52,1025.04,1025.04,PPT2014_ANN_CONUS
3917114,843.36,843.36,843.36,PPT2014_ANN_CONUS
3917130,819.72,884.04,884.04,PPT2014_ANN_CONUS
3917136,929.28,929.28,929.28,PPT2014_ANN_CONUS
3917138,782.52,782.52,782.52,PPT2014_ANN_CONUS
3917154,919.92,930.36,930.36,PPT2014_ANN_CONUS
3917156,774.6,774.6,774.6,PPT2014_ANN_CONUS
3917158,631.92,631.92,631.92,PPT2014_ANN_CONUS
3917160,638.4,638.4,638.4,PPT2014_ANN_CONUS
3917162,730.2,870.24,870.24,PPT2014_ANN_CONUS
3917164,667.56,667.56,667.56,PPT2014_ANN_CONUS
3917172,795.24,795.24,795.24,PPT2014_ANN_CONUS
3917176,691.2,845.16,845.16,PPT2014_ANN_CONUS
3917178,703.92,855.6,855.6,PPT2014_ANN_CONUS
3917194,804.24,804.24,804.24,PPT2014_ANN_CONUS
3917198,605.64,804.48,804.48,PPT2014_ANN_CONUS
3917200,558.36,789.36,789.36,PPT2014_ANN_CONUS
3917230,425.64,425.64,425.64,PPT2014_ANN_CONUS
3917244,448.32,721.68,764.76,PPT2014_ANN_CONUS
3917912,720.6,867.6,867.6,PPT2014_ANN_CONUS
3917914,791.16,811.08,811.08,PPT2014_ANN_CONUS
3917916,802.92,806.04,806.04,PPT2014_ANN_CONUS
3917918,656.04,816.72,816.72,PPT2014_ANN_CONUS
3917920,627.48,634.32,634.32,PPT2014_ANN_CONUS
3917922,570.72,570.72,570.72,PPT2014_ANN_CONUS
3917946,443.52,715.44,759.6,PPT2014_ANN_CONUS
3917948,542.04,784.68,784.68,PPT2014_ANN_CONUS
3917950,498.12,726.6,768.84,PPT2014_ANN_CONUS
948010089,563.28,570.12,570.12,PPT2014_ANN_CONUS
